"cma","xi","yi","xg","yg"
725,-106.65618,52.10021,-106.65678,52.10025
725,-106.67297,52.11100,-106.67353,52.11100
725,-106.65635,52.11992,-106.65674,52.11982
725,-106.65612,52.11100,-106.65681,52.11100
725,-106.63383,52.12913,-106.63458,52.12891
725,-106.66264,52.13363,-106.66327,52.13373
725,-106.66958,52.14384,-106.67025,52.14387
725,-106.68076,52.13699,-106.68141,52.13707
725,-106.64606,52.15801,-106.64740,52.15811
725,-106.63186,52.18052,-106.63325,52.18076
725,-106.70526,52.13705,-106.70586,52.13709
725,-106.62201,52.20962,-106.62290,52.20969
725,-106.72530,52.14367,-106.72596,52.14386
725,-106.70952,52.14390,-106.71009,52.14388
725,-106.68125,52.14853,-106.68203,52.14853
725,-106.74101,52.11742,-106.74174,52.11764
725,-106.72755,52.12926,-106.72835,52.12948
725,-106.75334,52.14360,-106.75359,52.14386
725,-106.75277,52.12925,-106.75334,52.12936
810,-112.79220,49.67278,-112.79318,49.67277
810,-112.79901,49.67258,-112.80005,49.67254
810,-112.80456,49.68375,-112.80527,49.68374
810,-112.82313,49.68662,-112.82413,49.68655
810,-112.81056,49.69831,-112.81139,49.69836
810,-112.82311,49.69554,-112.82413,49.69547
810,-112.82308,49.71279,-112.82407,49.71277
810,-112.82306,49.71281,-112.82407,49.71276
810,-112.82304,49.72745,-112.82408,49.72733
810,-112.80036,49.72740,-112.80120,49.72724
810,-112.80060,49.70555,-112.80155,49.70574
810,-112.80743,49.71276,-112.80831,49.71271
810,-112.87590,49.68118,-112.87659,49.68136
810,-112.89686,49.67387,-112.89776,49.67390
810,-112.87665,49.66270,-112.87753,49.66273
810,-112.88448,49.67833,-112.88548,49.67838
825,-113.98660,50.90794,-113.98732,50.90769
825,-114.02431,50.90033,-114.02426,50.90071
825,-114.03848,50.89760,-114.03848,50.89789
825,-114.04691,50.90656,-114.04735,50.90668
825,-114.04787,50.90405,-114.04800,50.90406
825,-114.01772,50.91820,-114.01879,50.91862
825,-114.03072,50.93115,-114.03223,50.93124
825,-114.04771,50.92967,-114.04859,50.92985
825,-114.04342,50.94186,-114.04451,50.94203
825,-114.04080,50.94793,-114.04186,50.94836
825,-114.06963,50.93218,-114.07035,50.93228
825,-114.08133,50.91416,-114.08281,50.91408
825,-114.13995,50.92136,-114.14076,50.92134
825,-114.11714,50.95038,-114.11787,50.95058
825,-114.09391,50.96133,-114.09514,50.96159
825,-114.09391,50.95052,-114.09471,50.95055
825,-114.11729,50.96104,-114.11790,50.96138
825,-114.05765,50.96372,-114.05874,50.96414
825,-114.05940,50.97922,-114.05997,50.97964
825,-114.09385,50.97925,-114.09475,50.97962
825,-114.08237,50.99393,-114.08313,50.99444
825,-114.01515,50.98496,-114.01576,50.98506
825,-113.98078,50.97957,-113.98164,50.97966
825,-114.01251,50.99757,-114.01351,50.99784
825,-113.98031,51.01822,-113.98145,51.01834
825,-113.98045,51.03770,-113.98154,51.03776
825,-113.98092,51.05184,-113.98154,51.05223
825,-113.98083,51.06686,-113.98149,51.06710
825,-113.98059,51.04498,-113.98164,51.04519
825,-113.93401,51.05226,-113.93505,51.05253
825,-113.95510,51.05311,-113.95571,51.05344
825,-113.93418,51.06689,-113.93499,51.06716
825,-113.95747,51.05979,-113.95828,51.06006
825,-113.95749,51.08142,-113.95828,51.08161
825,-113.93451,51.07429,-113.93501,51.07432
825,-113.93447,51.08145,-113.93503,51.08156
825,-113.95766,51.09597,-113.95830,51.09618
825,-113.93420,51.10148,-113.93494,51.10148
825,-113.94628,51.11050,-113.94683,51.11070
825,-113.95222,51.10511,-113.95241,51.10508
825,-113.95760,51.09972,-113.95819,51.09993
825,-113.96479,51.11037,-113.96521,51.11071
825,-113.99981,51.13416,-114.00062,51.13428
825,-114.00062,51.06660,-114.00166,51.06708
825,-114.08035,51.00846,-114.08137,51.00870
825,-114.08273,51.01990,-114.08367,51.02011
825,-114.11716,50.99438,-114.11783,50.99459
825,-114.11714,51.00855,-114.11787,51.00873
825,-114.10836,51.01951,-114.10922,51.01968
825,-114.10836,51.02218,-114.10924,51.02220
825,-114.11716,51.02512,-114.11778,51.02511
825,-114.14000,51.02247,-114.14107,51.02257
825,-114.14012,51.03765,-114.14121,51.03785
825,-114.15167,51.03768,-114.15285,51.03780
825,-114.15176,51.01884,-114.15285,51.01899
825,-114.16343,51.03766,-114.16415,51.03777
825,-114.08083,51.03768,-114.08181,51.03784
825,-114.10075,51.03773,-114.10160,51.03782
825,-114.07055,51.03772,-114.07153,51.03785
825,-114.10110,51.03033,-114.10212,51.03045
825,-114.05357,51.05960,-114.05443,51.05972
825,-114.06664,51.06688,-114.06747,51.06701
825,-114.08507,51.05238,-114.08602,51.05253
825,-114.10475,51.05244,-114.10561,51.05250
825,-114.10556,51.06684,-114.10621,51.06702
825,-114.08362,51.07680,-114.08466,51.07683
825,-114.07048,51.08727,-114.07167,51.08741
825,-114.07055,51.10603,-114.07151,51.10612
825,-114.09368,51.08939,-114.09470,51.08973
825,-114.04767,51.07419,-114.04838,51.07427
825,-114.06844,51.11798,-114.06953,51.11803
825,-114.07029,51.12525,-114.07134,51.12526
825,-114.08236,51.13257,-114.08334,51.13249
825,-114.08379,51.13598,-114.08466,51.13593
825,-114.09797,51.12602,-114.09873,51.12587
825,-114.10593,51.13166,-114.10610,51.13163
825,-114.10636,51.13487,-114.10707,51.13483
825,-114.10788,51.14036,-114.10867,51.14028
825,-114.05921,51.14750,-114.06035,51.14705
825,-114.11717,51.05945,-114.11798,51.05955
825,-114.13996,51.06560,-114.14120,51.06587
825,-114.14006,51.05989,-114.14117,51.06013
825,-114.15166,51.04861,-114.15279,51.04883
825,-114.16366,51.05217,-114.16408,51.05223
825,-114.18676,51.04707,-114.18770,51.04758
825,-114.15123,51.08157,-114.15208,51.08160
825,-114.17238,51.08339,-114.17331,51.08339
825,-114.19842,51.08895,-114.19935,51.08896
825,-114.20978,51.09416,-114.21095,51.09418
825,-114.18863,51.10325,-114.18922,51.10345
825,-114.20603,51.11584,-114.20666,51.11619
825,-114.17773,51.11051,-114.17827,51.11075
825,-114.15349,51.11485,-114.15453,51.11532
825,-114.12640,51.10271,-114.12719,51.10317
825,-114.11656,51.08959,-114.11737,51.08935
825,-114.13333,51.09519,-114.13414,51.09535
825,-114.15399,51.09319,-114.15467,51.09334
825,-114.16350,51.09307,-114.16452,51.09325
825,-114.16599,51.12050,-114.16648,51.12076
825,-114.16964,51.12969,-114.16921,51.12966
825,-114.18985,51.12123,-114.19058,51.12140
825,-114.18347,51.13037,-114.18354,51.13046
825,-114.18980,51.12128,-114.19058,51.12141
825,-114.19407,51.12747,-114.19433,51.12772
825,-114.16843,51.12414,-114.16843,51.12414
825,-114.18833,51.12518,-114.18880,51.12538
825,-114.18223,51.14041,-114.18176,51.14112
825,-114.15060,51.14428,-114.15131,51.14434
825,-114.14355,51.12733,-114.14483,51.12733
825,-114.15294,51.13264,-114.15378,51.13250
825,-114.12339,51.14280,-114.12339,51.14280
825,-114.47951,51.18994,-114.47951,51.18994
825,-114.67541,50.95037,-114.67541,50.95037
825,-113.83107,51.06628,-113.82984,51.06581
825,-114.00163,51.28055,-114.00206,51.28096
825,-114.02431,51.30004,-114.02516,51.30013
825,-113.99201,51.48829,-113.99201,51.48829
830,-113.76538,52.25198,-113.76635,52.25208
830,-113.78936,52.25219,-113.79024,52.25227
830,-113.78932,52.26674,-113.79024,52.26676
830,-113.76540,52.26679,-113.76637,52.26680
830,-113.81874,52.25067,-113.81969,52.25076
830,-113.82063,52.26226,-113.82161,52.26223
830,-113.80391,52.26892,-113.80482,52.26895
830,-113.83667,52.28854,-113.83767,52.28871
830,-113.81294,52.28858,-113.81377,52.28859
830,-113.81290,52.31744,-113.81382,52.31752
835,-113.54229,53.25799,-113.54407,53.25961
835,-113.53972,53.30847,-113.54072,53.30869
835,-113.41397,53.35238,-113.41533,53.35243
835,-113.41836,53.45544,-113.42001,53.45488
835,-113.41729,53.44634,-113.41936,53.44583
835,-113.40730,53.45612,-113.40916,53.45544
835,-113.39231,53.45467,-113.39388,53.45391
835,-113.39238,53.44460,-113.39402,53.44375
835,-113.39995,53.44562,-113.40230,53.44489
835,-113.39245,53.43282,-113.39363,53.43218
835,-113.44913,53.44666,-113.45131,53.44638
835,-113.44606,53.45352,-113.44820,53.45335
835,-113.44656,53.45892,-113.44806,53.45845
835,-113.44895,53.46506,-113.45059,53.46502
835,-113.41872,53.46536,-113.42026,53.46513
835,-113.43443,53.46566,-113.43596,53.46553
835,-113.45224,53.47195,-113.45356,53.47195
835,-113.41416,53.47035,-113.41582,53.47011
835,-113.43766,53.47455,-113.43899,53.47445
835,-113.44138,53.48539,-113.44259,53.48526
835,-113.41682,53.48751,-113.41803,53.48738
835,-113.39262,53.48048,-113.39357,53.48051
835,-113.51508,53.45386,-113.51622,53.45403
835,-113.51572,53.47576,-113.51617,53.47589
835,-113.53749,53.46725,-113.53863,53.46742
835,-113.49073,53.46764,-113.49210,53.46781
835,-113.57719,53.46804,-113.58066,53.46832
835,-113.59161,53.46153,-113.59437,53.46176
835,-113.57810,53.47977,-113.58199,53.47799
835,-113.54053,53.48326,-113.54108,53.48323
835,-113.54001,53.49745,-113.54110,53.49773
835,-113.51582,53.48831,-113.51643,53.48831
835,-113.51558,53.49801,-113.51648,53.49827
835,-113.51107,53.51793,-113.51212,53.51821
835,-113.49177,53.50837,-113.49294,53.50839
835,-113.51097,53.50835,-113.51205,53.50848
835,-113.61381,53.50452,-113.61542,53.50474
835,-113.62870,53.51126,-113.62989,53.51216
835,-113.62794,53.49608,-113.62937,53.49645
835,-113.61367,53.53111,-113.61517,53.53175
835,-113.62876,53.52779,-113.63027,53.52864
835,-113.64759,53.52889,-113.64910,53.52979
835,-113.61396,53.53887,-113.61495,53.53924
835,-113.58853,53.51902,-113.59029,53.51950
835,-113.57687,53.51908,-113.57810,53.51944
835,-113.57691,53.53129,-113.57800,53.53151
835,-113.58913,53.54321,-113.59031,53.54331
835,-113.58929,53.55878,-113.59053,53.55906
835,-113.57710,53.55095,-113.57800,53.55111
835,-113.54879,53.55085,-113.54969,53.55103
835,-113.52958,53.55860,-113.53095,53.55896
835,-113.54015,53.58358,-113.54129,53.58355
835,-113.56477,53.54284,-113.56567,53.54290
835,-113.52014,53.54076,-113.52130,53.54091
835,-113.50018,53.53707,-113.50113,53.53726
835,-113.49285,53.55886,-113.49375,53.55886
835,-113.44182,53.51230,-113.44286,53.51230
835,-113.44200,53.52525,-113.44286,53.52527
835,-113.45661,53.52680,-113.45742,53.52684
835,-113.44227,53.54119,-113.44331,53.54119
835,-113.41746,53.54102,-113.41845,53.54122
835,-113.41746,53.55845,-113.41838,53.55848
835,-113.41715,53.57022,-113.41841,53.57035
835,-113.41722,53.58376,-113.41819,53.58366
835,-113.45806,53.57032,-113.45894,53.57039
835,-113.49091,53.59195,-113.49202,53.59208
835,-113.54885,53.57012,-113.54984,53.57041
835,-113.49093,53.57032,-113.49193,53.57035
835,-113.52565,53.59198,-113.52672,53.59220
835,-113.54017,53.60650,-113.54140,53.60670
835,-113.51593,53.61399,-113.51664,53.61427
835,-113.49074,53.62856,-113.49183,53.62884
835,-113.46620,53.61577,-113.46733,53.61600
835,-113.46634,53.59958,-113.46726,53.59976
835,-113.44149,53.60483,-113.44273,53.60486
835,-113.44159,53.59210,-113.44292,53.59224
835,-113.41702,53.61572,-113.41813,53.61586
835,-113.41202,53.59702,-113.41334,53.59707
835,-113.39228,53.57021,-113.39361,53.57041
835,-113.38462,53.59965,-113.38605,53.59972
835,-113.29358,53.54158,-113.29576,53.54124
835,-113.29396,53.51226,-113.29576,53.51226
835,-113.29382,53.57060,-113.29500,53.57038
835,-113.23557,53.69896,-113.23671,53.69899
835,-113.49407,53.83407,-113.49597,53.83317
835,-113.61910,53.80366,-113.62005,53.80354
835,-113.62394,53.63688,-113.62394,53.63688
835,-113.64358,53.63857,-113.64225,53.63801
835,-113.59928,53.62890,-113.60075,53.62867
835,-113.62157,53.61373,-113.62347,53.61424
835,-113.89535,53.55601,-113.89649,53.55567
835,-114.04979,53.54068,-114.04979,53.54068
835,-114.12264,53.54102,-114.12473,53.54113
835,-114.44082,53.55522,-114.44290,53.55522
835,-112.99699,53.48167,-113.00021,53.48325
970,-122.77218,53.88430,-122.77347,53.88457
970,-122.78089,53.89937,-122.78213,53.89961
970,-122.76528,53.85889,-122.76622,53.85906
970,-122.77905,53.86909,-122.78055,53.86928
970,-122.66399,53.89819,-122.66552,53.89836
970,-122.75240,53.90844,-122.75369,53.90845
970,-122.74756,53.91845,-122.74845,53.91866
970,-122.78017,53.91749,-122.78161,53.91763
970,-122.80677,53.92040,-122.80746,53.92062
970,-122.80648,53.91008,-122.80694,53.91028
970,-122.80326,53.93130,-122.80398,53.93147
970,-122.78512,53.98928,-122.78699,53.98957
970,-122.76588,53.96488,-122.76736,53.96547
970,-122.82967,53.84260,-122.83168,53.84245
925,-120.18380,50.66319,-120.18561,50.66342
925,-120.31884,50.67426,-120.31897,50.67403
925,-120.30811,50.67232,-120.30804,50.67199
925,-120.32758,50.67157,-120.32783,50.67144
925,-120.32678,50.67465,-120.32712,50.67453
925,-120.33827,50.67452,-120.33896,50.67450
925,-120.35875,50.68653,-120.35912,50.68646
925,-120.35940,50.69152,-120.35990,50.69144
925,-120.37202,50.70100,-120.37269,50.70085
925,-120.38813,50.70225,-120.38878,50.70202
925,-120.40394,50.70794,-120.40472,50.70783
925,-120.42962,50.70439,-120.43099,50.70434
925,-120.35409,50.67014,-120.35460,50.66984
925,-120.35465,50.64641,-120.35581,50.64608
925,-120.36714,50.65389,-120.36855,50.65391
925,-120.35802,50.73520,-120.35827,50.73533
925,-120.33898,50.77593,-120.34003,50.77554
925,-120.31122,50.86605,-120.31184,50.86623
925,-120.78432,50.50376,-120.78432,50.50376
915,-119.74415,49.76765,-119.74476,49.76758
915,-119.65281,49.82874,-119.65332,49.82848
915,-119.62464,49.83715,-119.62550,49.83678
915,-119.62453,49.82987,-119.62543,49.82966
915,-119.58657,49.86102,-119.58734,49.86083
915,-119.48725,49.89368,-119.48848,49.89357
915,-119.47573,49.88649,-119.47699,49.88628
915,-119.48167,49.87287,-119.48279,49.87276
915,-119.48435,49.85765,-119.48540,49.85765
915,-119.38579,49.88935,-119.38689,49.88898
915,-119.41662,49.88238,-119.41762,49.88204
915,-119.38577,49.90946,-119.38675,49.90918
915,-119.43660,49.92855,-119.43785,49.92829
915,-119.46460,49.89658,-119.46573,49.89648
915,-119.48210,49.82325,-119.48325,49.82300
915,-119.39101,49.87483,-119.39216,49.87449
915,-119.41628,49.85841,-119.41700,49.85798
915,-119.40204,50.02041,-119.40352,50.02011
915,-119.45896,50.21801,-119.46020,50.21777
932,-122.25932,49.03844,-122.26069,49.03834
932,-122.45855,49.05770,-122.45979,49.05767
932,-122.38017,49.03919,-122.38172,49.03904
932,-122.37988,49.07520,-122.38117,49.07489
932,-122.34164,49.05424,-122.34252,49.05418
932,-122.33108,49.05507,-122.33230,49.05494
932,-122.31420,49.04216,-122.31557,49.04183
932,-122.33574,49.04591,-122.33704,49.04575
932,-122.29240,49.05024,-122.29381,49.05010
932,-122.24975,49.06322,-122.25138,49.06304
932,-122.31502,49.14023,-122.31636,49.14024
932,-122.31435,49.15501,-122.31602,49.15463
932,-122.07893,49.08235,-122.08046,49.08223
933,-122.51354,49.06451,-122.51478,49.06436
933,-122.60221,49.09032,-122.60356,49.09020
933,-122.64596,49.07480,-122.64745,49.07466
933,-122.66718,49.08974,-122.66846,49.08961
933,-122.66723,49.10450,-122.66870,49.10436
933,-122.64523,49.10491,-122.64680,49.10464
933,-122.67791,49.11914,-122.67992,49.11908
933,-122.71134,49.11903,-122.71262,49.11874
933,-122.72248,49.10435,-122.72385,49.10415
933,-122.64421,49.17125,-122.64586,49.17120
933,-122.57980,49.16716,-122.58137,49.16707
933,-122.57786,49.22042,-122.57924,49.22042
933,-122.62142,49.22062,-122.62275,49.22058
933,-122.68820,49.21927,-122.68958,49.21915
933,-122.68804,49.24446,-122.68958,49.24416
933,-122.46723,49.18304,-122.46865,49.18267
933,-122.67918,49.03126,-122.68037,49.03114
933,-122.67890,49.07487,-122.68041,49.07474
933,-122.76667,49.06046,-122.76804,49.06018
933,-122.77782,49.04014,-122.77924,49.04008
933,-122.77782,49.02043,-122.77924,49.02022
933,-122.79998,49.03132,-122.80112,49.03119
933,-122.83287,49.03133,-122.83436,49.03119
933,-122.86605,49.04601,-122.86738,49.04579
933,-122.83300,49.06033,-122.83447,49.06033
933,-122.84423,49.11952,-122.84536,49.11911
933,-122.86632,49.11963,-122.86781,49.11918
933,-122.88914,49.11963,-122.89040,49.11938
933,-122.90279,49.14907,-122.90419,49.14862
933,-122.88869,49.17742,-122.89016,49.17714
933,-122.84413,49.16298,-122.84574,49.16278
933,-122.84394,49.19199,-122.84529,49.19163
933,-122.78851,49.17738,-122.79003,49.17691
933,-122.77734,49.20275,-122.77867,49.20238
933,-122.81129,49.20545,-122.81267,49.20520
933,-122.86622,49.20656,-122.86742,49.20635
933,-122.85089,49.24910,-122.85246,49.24899
933,-122.81507,49.24936,-122.81583,49.24905
933,-122.83283,49.23609,-122.83406,49.23591
933,-122.86731,49.26014,-122.86887,49.25993
933,-122.78936,49.26949,-122.79064,49.26927
933,-122.83818,49.29335,-122.83885,49.29306
933,-122.75501,49.28602,-122.75605,49.28575
933,-122.82265,49.27681,-122.82398,49.27669
933,-122.89698,49.23494,-122.89847,49.23470
933,-122.86767,49.24911,-122.86915,49.24900
933,-122.93645,49.21366,-122.93788,49.21344
933,-122.90699,49.20742,-122.90846,49.20711
933,-122.91072,49.22756,-122.91218,49.22731
933,-122.89724,49.22088,-122.89878,49.22057
933,-122.93980,49.22425,-122.94099,49.22408
933,-122.97952,49.22513,-122.98078,49.22498
933,-123.02190,49.22522,-123.02349,49.22520
933,-122.98713,49.21491,-122.98848,49.21485
933,-123.01106,49.21573,-123.01239,49.21573
933,-123.05783,49.22023,-123.05941,49.22023
933,-123.05728,49.23996,-123.05868,49.23977
933,-123.05669,49.24208,-123.05811,49.24189
933,-123.03263,49.24473,-123.03405,49.24452
933,-123.00214,49.24303,-123.00341,49.24299
933,-122.96345,49.25027,-122.96465,49.24991
933,-122.96337,49.26821,-122.96459,49.26798
933,-123.00171,49.28123,-123.00310,49.28101
933,-122.98656,49.27569,-122.98786,49.27552
933,-122.95219,49.28065,-122.95338,49.28038
933,-122.87619,49.27444,-122.87785,49.27428
933,-122.79981,49.29019,-122.80147,49.28999
933,-122.75493,49.27147,-122.75614,49.27119
933,-122.77218,49.25367,-122.77358,49.25335
933,-122.45850,49.07512,-122.45997,49.07499
933,-123.08415,49.01372,-123.08544,49.01354
933,-123.06728,49.02490,-123.06864,49.02471
933,-123.07484,49.09011,-123.07585,49.09023
933,-123.04454,49.09005,-123.04627,49.09012
933,-123.16877,49.14129,-123.16998,49.14102
933,-123.14710,49.14850,-123.14784,49.14830
933,-123.13567,49.13383,-123.13660,49.13353
933,-123.12391,49.14843,-123.12514,49.14823
933,-123.13586,49.14098,-123.13671,49.14090
933,-123.10148,49.14095,-123.10255,49.14068
933,-123.16870,49.15597,-123.16996,49.15561
933,-123.14713,49.16289,-123.14777,49.16278
933,-123.12981,49.16296,-123.13104,49.16276
933,-123.12327,49.17026,-123.12470,49.17011
933,-123.16886,49.17037,-123.17005,49.17018
933,-122.94506,49.18655,-122.94640,49.18622
933,-123.10633,49.18480,-123.10749,49.18458
933,-123.08941,49.22544,-123.09072,49.22545
933,-123.08916,49.23295,-123.09055,49.23292
933,-123.07016,49.23274,-123.07152,49.23264
933,-123.08904,49.24048,-123.09039,49.24031
933,-123.07206,49.24877,-123.07337,49.24851
933,-123.08948,49.21816,-123.09095,49.21828
933,-123.11553,49.21908,-123.11667,49.21906
933,-122.79993,49.15217,-122.80126,49.15190
933,-122.82183,49.13373,-122.82330,49.13373
933,-123.13820,49.23465,-123.13962,49.23435
933,-123.13849,49.22715,-123.13979,49.22695
933,-123.11498,49.23387,-123.11599,49.23358
933,-123.13913,49.20846,-123.14050,49.20848
933,-123.16621,49.22747,-123.16744,49.22733
933,-123.17737,49.23502,-123.17872,49.23479
933,-123.19565,49.24646,-123.19674,49.24623
933,-123.17744,49.24661,-123.17863,49.24617
933,-123.18102,49.24635,-123.18194,49.24617
933,-123.16371,49.25817,-123.16492,49.25766
933,-123.18498,49.25811,-123.18608,49.25802
933,-123.17698,49.25840,-123.17810,49.25787
933,-123.18477,49.26445,-123.18587,49.26437
933,-123.16345,49.26435,-123.16464,49.26406
933,-123.17667,49.26454,-123.17785,49.26426
933,-123.18467,49.26872,-123.18569,49.26861
933,-123.17847,49.26885,-123.17972,49.26854
933,-123.16331,49.26865,-123.16457,49.26832
933,-123.21396,49.25873,-123.21537,49.25851
933,-123.21366,49.26603,-123.21508,49.26572
933,-123.20182,49.26120,-123.20312,49.26103
933,-123.24187,49.26332,-123.24261,49.26290
933,-123.14587,49.24243,-123.14684,49.24201
933,-123.13755,49.25766,-123.13883,49.25706
933,-123.12566,49.26371,-123.12661,49.26340
933,-123.11418,49.24950,-123.11533,49.24905
933,-123.10002,49.25694,-123.10123,49.25658
933,-123.08771,49.26278,-123.08911,49.26247
933,-123.08852,49.25668,-123.08985,49.25640
933,-123.08887,49.24892,-123.09016,49.24866
933,-123.14955,49.25783,-123.15081,49.25724
933,-123.13748,49.26390,-123.13857,49.26361
933,-123.14896,49.27655,-123.15003,49.27626
933,-123.14920,49.26841,-123.15038,49.26810
933,-123.05525,49.25686,-123.05662,49.25675
933,-123.12652,49.24185,-123.12775,49.24146
933,-123.03221,49.26197,-123.03368,49.26191
933,-123.04275,49.26964,-123.04426,49.26955
933,-123.06444,49.26984,-123.06581,49.26956
933,-123.06453,49.26249,-123.06593,49.26230
933,-123.05051,49.27774,-123.05201,49.27749
933,-123.06410,49.28520,-123.06550,49.28483
933,-123.02177,49.27748,-123.02340,49.27742
933,-123.09853,49.28173,-123.09964,49.28134
933,-123.12510,49.28144,-123.12605,49.28119
933,-123.11737,49.27631,-123.11815,49.27611
933,-123.13214,49.28601,-123.13311,49.28580
933,-123.13759,49.28961,-123.13858,49.28938
933,-122.96741,49.31627,-122.96895,49.31599
933,-123.03692,49.31347,-123.03815,49.31326
933,-123.03657,49.33626,-123.03797,49.33629
933,-123.05160,49.33572,-123.05304,49.33556
933,-123.05356,49.32090,-123.05467,49.32073
933,-123.06787,49.32421,-123.06915,49.32412
933,-123.07268,49.31241,-123.07400,49.31215
933,-123.07050,49.33590,-123.07199,49.33568
933,-123.11874,49.32415,-123.12010,49.32395
933,-123.11693,49.33952,-123.11787,49.33934
933,-123.15905,49.33193,-123.16023,49.33158
933,-123.17351,49.33860,-123.17477,49.33833
933,-123.23636,49.34916,-123.23799,49.34895
933,-123.27348,49.36919,-123.27490,49.36899
938,-123.93481,49.15544,-123.93592,49.15516
938,-123.92723,49.15108,-123.92842,49.15087
938,-123.94829,49.14036,-123.94970,49.13996
938,-123.96477,49.17949,-123.96652,49.17931
938,-123.99243,49.21041,-123.99423,49.21001
938,-124.01839,49.23478,-124.02078,49.23421
935,-123.45661,48.67721,-123.45770,48.67710
935,-123.41556,48.66631,-123.41676,48.66616
935,-123.40110,48.65336,-123.40236,48.65324
935,-123.44256,48.63021,-123.44415,48.63001
935,-123.40721,48.61210,-123.40835,48.61188
935,-123.40780,48.57991,-123.40892,48.57974
935,-123.38886,48.55090,-123.38992,48.55069
935,-123.38654,48.53113,-123.38793,48.53080
935,-123.45046,48.57997,-123.45177,48.57965
935,-123.38658,48.48705,-123.38764,48.48672
935,-123.32064,48.49124,-123.32206,48.49071
935,-123.33297,48.47654,-123.33448,48.47599
935,-123.31961,48.46101,-123.32100,48.46054
935,-123.30154,48.47098,-123.30310,48.47076
935,-123.29920,48.45696,-123.30052,48.45677
935,-123.32070,48.43886,-123.32216,48.43861
935,-123.32124,48.42675,-123.32271,48.42645
935,-123.34693,48.41733,-123.34833,48.41714
935,-123.36436,48.41916,-123.36563,48.41871
935,-123.35100,48.43524,-123.35233,48.43502
935,-123.34953,48.45050,-123.35099,48.45020
935,-123.34839,48.46730,-123.34971,48.46694
935,-123.37121,48.44813,-123.37230,48.44775
935,-123.38524,48.46339,-123.38621,48.46297
935,-123.36477,48.50792,-123.36598,48.50737
935,-123.39266,48.43447,-123.39430,48.43426
935,-123.50244,48.45432,-123.50365,48.45375
935,-123.42326,48.45105,-123.42471,48.45102
935,-123.48932,48.42694,-123.49055,48.42628
935,-123.73435,48.37707,-123.73539,48.37688
935,-123.53642,48.38219,-123.53793,48.38188
